ID,Team Name,Section,Year,Medal Awarded,Other Award,Wiki Link,Outreach Category,Title,Summarized Description
164,Montpellier,Overgrad,2018,Gold,"Nominated for Best Education & Public Engagement, Overgrad",http://2018.igem.org/Team:Montpellier,Education and Public Engagement,Comic Book: Synthetic Biology & the Vaginal Microbiota,"With the help of the artist Minskiga (@Minskiga on Instagram), we created a comic book with two objectives in mind:Minskiga is an art school student without any formal education in biology, and therefore will have her own reactions to and perception of scientific ideas, which is precisely the perspective we were looking for. For example, we worked with Minskiga to provide a definition of synthetic biology (Figure 10).This page is the result of fruitful discussions with the artist, with the aim of entertaining the public and educating them in the fundamentals of synthetic biology."
165,Nanjing-China,Undergrad,2018,Gold,,http://2018.igem.org/Team:Nanjing-China,Integrated Human Practices,Xiaohe Bei Village ,"We visited farmers in Xiaohe Bei Village, Ju County, Rizhao City, Shandong Province, so that we could communicate with the users, direct stakeholders, of nitrogenous fertilizer. During the conversation with them, we were informed that the nitrogenous fertilizer sold on the market is of high cost, and the quality of it couldn’t be guaranteed."
166,NAU-CHINA,Undergrad,2018,Gold,,http://2018.igem.org/Team:NAU-CHINA,Integrated Human Practices,Developing Project ,"Based on Google Trends and our interests, we chose medical care, the hottest issue of recent society, as the field of our research, and cancer attracted our attention as the most concerned area in medical field. Recombinant CARs rely on the antigen but not on the presentation of MHC, effectively avoiding the immune escape mechanism of MHC down-regulation Cytokine storm refers to a variety of cytokines in body fluids such as TNF-α, IL-1, IL-6, IL-12, IFN-α, IFN-β, IFN-γ, and MCP."
167,NAU-CHINA,Undergrad,2018,Gold,,http://2018.igem.org/Team:NAU-CHINA,Integrated Human Practices, Improving Project,"In order to solve the experimental problems coming out with the progress of our research projects, we came to Shanghai Institute of Biological Sciences (SIBS), Chinese Academy of Sciences (CAS) to conduct some interviews. This also plays an important role in education & public engagement. Wang Hongyan new mechanisms of inflammation regulated by immunocytes and inflammation-related diseases Prof. Secondly, we thoroughly reviewed the relevant works and scientific research results of these researchers, prepared the interviews in a targeted manner, and intended to ask them questions about their research directions. If we replace the upstream extracellular domain of our subject with EGFR antibodies, our design can accurately identify EGFR with different densities on the cell membrane surface, and judge whether the cells change according to the density of EGFR, thus realizing the recognition of cancer cells."
168,NAU-CHINA,Undergrad,2018,Gold,,http://2018.igem.org/Team:NAU-CHINA,Integrated Human Practices, Application Research: Bigger Picture,"As the work progresses, we recognize that our system can convert the external fluctuation signals into simple 0 and 1 signals to realize the function of the analog-to-digital converter. If we can convert the expression signals into electrical signals through light sensing elements in the future, we can realize the image displayed on our LOGO ——converting biological information into electronic information, making the machine biological and making biology engineering. By adjusting the types of downstream promoters and recombinases, the system threshold can be adjusted."
169,NAU-CHINA,Undergrad,2018,Gold,,http://2018.igem.org/Team:NAU-CHINA,Education and Public Engagement, Origin of Our Work,"With the progress of the project in the laboratory, we have also learned that the public do not have sufficient knowledge of cancer, cancer treatment and new cancer therapy."
170,NAU-CHINA,Undergrad,2018,Gold,,http://2018.igem.org/Team:NAU-CHINA,Education and Public Engagement, Society Cognition,"We investigated the public in the streets to understand the public's awareness of scientific knowledge. People have a low level of scientific knowledge about cancer, and almost no knowledge of new cancer therapies.2. Middle-aged and elderly people pay attention to health knowledge."
171,NAU-CHINA,Undergrad,2018,Gold,,http://2018.igem.org/Team:NAU-CHINA,Education and Public Engagement, Access to Knowledge,"In order to gain authoritative scientific knowledge about cancer, which will be used for publicity, we interviewed several researchers who have made great achievements in the field of cancer treatment working in SIBS."
172,NAU-CHINA,Undergrad,2018,Gold,,http://2018.igem.org/Team:NAU-CHINA,Education and Public Engagement, Larger Influence & Further Vision,"Nanjing Daily, a local newspaper with many readers, reported our work on popularizing scientific knowledge to the general public."
173,NAU-CHINA,Undergrad,2018,Gold,,http://2018.igem.org/Team:NAU-CHINA,Education and Public Engagement, Middle School: Enlightenment,"Synthetic biology, as a new branch of biology, is very useful and powerful. Middle school students, with creativity and knowledge, are who we want to enlighten with knowledge of synthetic biology. After the event, we exchanged ideas with the school officers."
174,NAU-CHINA,Undergrad,2018,Gold,,http://2018.igem.org/Team:NAU-CHINA,Education and Public Engagement, College: Professional,"Compared with our education activity in middle school, our education activity in college is more professional and more targeted."
175,NAU-CHINA,Undergrad,2018,Gold,,http://2018.igem.org/Team:NAU-CHINA,Education and Public Engagement, Nanjing iGEM Seminar,"At the end of May, we participated in an exchange meeting hosted by Nanjing University."
176,NAU-CHINA,Undergrad,2018,Gold,,http://2018.igem.org/Team:NAU-CHINA,Education and Public Engagement, 6th Asia-Pacific Conference,"We participated Asia-Pacific Conference held by National Chungtsing University from 30th July to 3th August. During this five days' meeting, all teams present their projects by PowerPoint slides and show us their posters."
177,NAU-CHINA,Undergrad,2018,Gold,,http://2018.igem.org/Team:NAU-CHINA,Education and Public Engagement, CCiC,We attended the 5th Conference of China iGEMer Community (CCiC) held by ShanghaiTech University from August 28 to August 30. The experience of IGEM predecessors such as Haoqian Zhang in participating in the competition is of great significance for us to participate in the competition in Boston.
178,NAU-CHINA,Undergrad,2018,Gold,,http://2018.igem.org/Team:NAU-CHINA,Integrated Human Practices, Sliver,"To establish an element with the function of analog-to-digital converter, our project can be used not only in EGFR targeted cancer monitoring and treatment, but also in other disease treatment, environmental pollution monitoring, and any other occasions which involve monitoring and “ all or nothing” corresponding. Through human practice, we learned about CAR-T, the latest cancer immunotherapy, and learned in detail about its ins and outs, including its side effects, cytokine storms."
