School,Section,Year,Wiki hyperlink,Award,Outreach Category,Outreach Project,Project Tag,Audience,Goal,Description
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Integrated Human Practices, Application Research: Bigger Picture,Consult Experts,Gain Information for iGEM Project,Scientific Community,"In order to solve the experimental problems coming out with the progress of our research projects, we came to Shanghai Institute of Biological Sciences (SIBS), Chinese Academy of Sciences (CAS) to conduct some interviews. This also plays an important role in education & public engagement. Wang Hongyan new mechanisms of inflammation regulated by immunocytes and inflammation-related diseases Prof. Secondly, we thoroughly reviewed the relevant works and scientific research results of these researchers, prepared the interviews in a targeted manner, and intended to ask them questions about their research directions. If we replace the upstream extracellular domain of our subject with EGFR antibodies, our design can accurately identify EGFR with different densities on the cell membrane surface, and judge whether the cells change according to the density of EGFR, thus realizing the recognition of cancer cells."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Education and Public Engagement, Origin of Our Work,Consult Experts,Gain Information for iGEM Project,General Public,"As the work progresses, we recognize that our system can convert the external fluctuation signals into simple 0 and 1 signals to realize the function of the analog-to-digital converter. If we can convert the expression signals into electrical signals through light sensing elements in the future, we can realize the image displayed on our LOGO ——converting biological information into electronic information, making the machine biological and making biology engineering. By adjusting the types of downstream promoters and recombinases, the system threshold can be adjusted."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Education and Public Engagement, Society Cognition,Survey,"Learn Public Opinion, Gain Information for iGEM Project",General Public,"With the progress of the project in the laboratory, we have also learned that the public do not have sufficient knowledge of cancer, cancer treatment and new cancer therapy."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Education and Public Engagement, Access to Knowledge,Consult Experts,Gain Information for iGEM Project,Scientific Community,"We investigated the public in the streets to understand the public's awareness of scientific knowledge. People have a low level of scientific knowledge about cancer, and almost no knowledge of new cancer therapies.2. Middle-aged and elderly people pay attention to health knowledge."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Education and Public Engagement, Larger Influence & Further Vision,Educational Material,Promote Awareness of Synthetic Biology,General Public,"In order to gain authoritative scientific knowledge about cancer, which will be used for publicity, we interviewed several researchers who have made great achievements in the field of cancer treatment working in SIBS."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Education and Public Engagement, Middle School: Enlightenment,Teaching Activity,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology",Secondary School Students,"Nanjing Daily, a local newspaper with many readers, reported our work on popularizing scientific knowledge to the general public."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Education and Public Engagement, College: Professional,Teaching Activity,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology",Secondary School Students,"Synthetic biology, as a new branch of biology, is very useful and powerful. Middle school students, with creativity and knowledge, are who we want to enlighten with knowledge of synthetic biology. After the event, we exchanged ideas with the school officers."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Education and Public Engagement, Nanjing iGEM Seminar,Teaching Activity,Gain Information for iGEM Project,University Students,"Compared with our education activity in middle school, our education activity in college is more professional and more targeted."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Education and Public Engagement, 6th Asia-Pacific Conference,Project Presentation,"Present iGEM Project, Gain Information for iGEM Project",iGEM Teams,"At the end of May, we participated in an exchange meeting hosted by Nanjing University."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Education and Public Engagement, CCiC,Conference/Panel Discussion,"Present iGEM Project, Gain Information for iGEM Project",iGEM Teams,"We participated Asia-Pacific Conference held by National Chungtsing University from 30th July to 3th August. During this five days' meeting, all teams present their projects by PowerPoint slides and show us their posters."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Integrated Human Practices, Sliver,Consult Experts,Gain Information for iGEM Project,"Specialized Audience, Scientific Community",We attended the 5th Conference of China iGEMer Community (CCiC) held by ShanghaiTech University from August 28 to August 30. The experience of IGEM predecessors such as Haoqian Zhang in participating in the competition is of great significance for us to participate in the competition in Boston.
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Integrated Human Practices, Gold,Consult Experts,Gain Information for iGEM Project,iGEM Teams,"To establish an element with the function of analog-to-digital converter, our project can be used not only in EGFR targeted cancer monitoring and treatment, but also in other disease treatment, environmental pollution monitoring, and any other occasions which involve monitoring and “ all or nothing” corresponding. Through human practice, we learned about CAR-T, the latest cancer immunotherapy, and learned in detail about its ins and outs, including its side effects, cytokine storms."
NAU-CHINA,Undergraduate,2018,http://2018.igem.org/Team:NAU-CHINA,,Integrated Human Practices, Education & Public Engagement,Teaching Activity,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology",General Public,"Human practice team brought CAR-T to our team, and we designed our project in order to weaken cytokine storm. We demonstrated how our project can be used in these fields and received feedbacks.(More related works have been shown in integrated human practice.)"
