Schools,Section,Years,Wiki hyperlinks,Award,Outreach Category,Event Names,Project Tags,Audiences,Goals,Descriptions
Pasteur Paris,Overgraduate,2018,http://2018.igem.org/Team:Pasteur_Paris,Nominated for Best Product Design,Education and Public Engagement,Young Researchers in Life Sciences ,Project Presentation,Scientific Community,Present iGEM Project,"The Young Researchers in Life Sciences (YRLS) is one of the most important conferences of spring. Young researchers presented their projects through scientific posters, like we did, and gave us some precious advices on the experiments to come."
Pasteur Paris,Overgraduate,2018,http://2018.igem.org/Team:Pasteur_Paris,Nominated for Best Product Design,Education and Public Engagement,ICOE Bordeaux ,"Consult Experts, Teaching Activity",Scientific Community,"Present iGEM Project, Gain Information for iGEM Project","Few members of the team also participated in the 14th International Conference on Organic Electronics being held on June 18-22 in Bordeaux. ICOE brought together the most excellent researchers from the academy as well as industry to discuss fundamental aspects of organic semiconductors, demonstrate their vision of the road-map of organic electronics and to exchange ideas on future materials, technologies and applications."
Pasteur Paris,Overgraduate,2018,http://2018.igem.org/Team:Pasteur_Paris,Nominated for Best Product Design,Education and Public Engagement,Neural Networks – From brains to machines and vice versa ,Consult Experts,"General Public, Scientific Community",Gain Information for iGEM Project,"The use of neural networks is not confining inside new types of prosthesis. In parallel, new technologies for recording and manipulating biological neural networks allow us to probe the behavioral function of neuronal activity in unprecedented detail."
Pasteur Paris,Overgraduate,2018,http://2018.igem.org/Team:Pasteur_Paris,Nominated for Best Product Design,Education and Public Engagement,National Science Fair - Fête de la Science 2018,"Teaching Activity, Community Event","General Public, Primary School Students","Education on Synthetic Biology, Promote Awareness of Synthetic Biology","The National Science Fair is held every year all over France to vulgarize science to children, teenagers, and families. To illustrate this, we used candies, origami DNA to allow children and the general public to understand the potential of synthetic biology."
Pasteur Paris,Overgraduate,2018,http://2018.igem.org/Team:Pasteur_Paris,Nominated for Best Product Design,Education and Public Engagement,Middle School Presentation ,Teaching Activity,Secondary School Students,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology",This initiative was taken to vulgarize and spark vocations to middle schoolers. We also supervised them and showed them in a very concrete way what laboratory manipulations are by teaching them protein crystallization.
Pasteur Paris,Overgraduate,2018,http://2018.igem.org/Team:Pasteur_Paris,Nominated for Best Product Design,Education and Public Engagement,Seminar EvryBio ,"Project Presentation, Teaching Activity",Secondary School Students,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Present iGEM Project","Organized by the 3rd year bachelor’s students of the University Evry-Val-d’Essonne, the event had the ambition to reunite public and private actors of research around vulgarized broad scientific themes. We were invited by the bachelor’s students to present our project NeuronArch during the day, in front of a hundred people crowd composed of high school students, researcher, and engineers."
Pasteur Paris,Overgraduate,2018,http://2018.igem.org/Team:Pasteur_Paris,Nominated for Best Product Design,Education and Public Engagement,Body and Prosthesis ,Community Event,General Public,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Gain Information for iGEM Project","We participated in the event Body and Prosthesis organized by UPMC Sorbonne University, in Paris. ADEPA stands for “Association de Défense et d’Etude des Personnes Amputés », which translates to « Association for the Defense and Study of Amputated People »."
Pasteur Paris,Overgraduate,2018,http://2018.igem.org/Team:Pasteur_Paris,Nominated for Best Product Design,Education and Public Engagement, Vulgarized video about our Kill-Switch dedicated to children ,Educational Material,General Public,Education on Synthetic Biology,"As we were working on the kill-switch of our device, we noticed that the concept of a ""kill-switch"" wasn't easy to understand, especially for the youngest."
Queens Canada,Undergraduate,2018,http://2018.igem.org/Team:Queens_Canada,Nominated for Best Product Design,Education and Public Engagement,Science Rendezvous,Community Event,"General Public, Primary School Students","Education on Synthetic Biology, Promote Awareness of Synthetic Biology","The Kingston Science Rendezvous is an annual event that showcases current research in science and engineering to the community. QGEM saw it as an excellent opportunity to connect with people from different ages and background, and we held a booth that presented some interesting science experiments and demonstrations. This was prepared by one of our volunteers and many were impressed by the anatomy of the fruit fly."
Queens Canada,Undergraduate,2018,http://2018.igem.org/Team:Queens_Canada,Nominated for Best Product Design,Education and Public Engagement,Canadian Undergraduate Technology Conference (CUTC),Conference/Panel Discussion,"Secondary School Students, University Students",Education on Synthetic Biology,"QGEM was invited to attend and participate in the annual Maker’s Fair at the Canadian Undergraduate Technology Conference hosted by the University of Waterloo. CUTC is Canada's largest technology conference for undergraduate students established to bring together creators, designers, engineers, entrepreneurs, budding scientists and young visionaries across the country."
Queens Canada,Undergraduate,2018,http://2018.igem.org/Team:Queens_Canada,Nominated for Best Product Design,Education and Public Engagement,Science Quest,Teaching Activity,Primary School Students,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology","Something our team has always been passionate about when it comes to synthetic biology is education. Although Science Rendezvous provided an opportunity to expose children of various ages to what our team does, and better explore the topic of DNA and cell biology, we were thrilled to partner up with Science Quest at Queen’s University for a more focused session. The second part of our lesson plan was to teach the basics about how DNA codes for different amino acids."
