,School,Section,Year,Outreach Category,Wiki Hyperlink,Project Tag,Audience,Goal,Objectives,Description
530,Macquarie Australia,Overgraduate,2016,Integrated Human Practices,http://2016.igem.org/Team:Macquarie%20Australia,Consult Experts,Professors,Gain Information for iGEM Project,"<ul><li> Consult with Dr. Robert Willows, an expert in chlorophyll biosynthesis</li><li> Discuss optimal material choices for product design</ul>",Met with an expert in chlorophyll biosynthesis to discuss material design choices for team's iGEM project
531,Macquarie Australia,Overgraduate,2016,Integrated Human Practices,http://2016.igem.org/Team:Macquarie%20Australia,Consult Experts,Professors,Gain Information for iGEM Project,"<ul><li> Meet with Dr. Helena Nevalanien, biotechnology researcher</li><li> Discuss potential limitations for the project and suggest solutions</ul>",Consulted a biotechnology researcher to discuss project challenges and limitations.
532,Macquarie Australia,Overgraduate,2016,Integrated Human Practices,http://2016.igem.org/Team:Macquarie%20Australia,Consult Experts,Specialized Audience,Gain Information for iGEM Project,"<ul><li> Meet with Mr. Brian Bennett, director of Public Image Electrical Contracting</li><li> Learn about the basics of voltage and generators, discuss the use of hydrogen to produce electrical energy</ul>",Consulted an electrician to learn basic electronics and discuss applications for the team's project.
533,Macquarie Australia,Overgraduate,2016,Education and Public Engagement,http://2016.igem.org/Team:Macquarie%20Australia,Educational Material,General Public,Science Education,"<ul><li> Identify and investigate common misconceptions related to hydrogen fuel cells and alternative energy</li><li> Address each ""myth"" with facts and diagrams for easy comprehension</li><li> Publish on wiki for easy access </ul>",Created a list of common misconceptions surrounding hydrogen fuel cells and alternative energy
534,Macquarie Australia,Overgraduate,2016,Education and Public Engagement,http://2016.igem.org/Team:Macquarie%20Australia,Open Lab,University Students,"Educate on Synthetic Biology, Educate on iGEM Program, Recruit iGEM Members","<ul><li> Welcome an international student ""intern"" from another university to join the iGEM team and participate in the project </ul>",Invited an international student to work with the team and learn more about synthetic biology
535,Macquarie Australia,Overgraduate,2016,Education and Public Engagement,http://2016.igem.org/Team:Macquarie%20Australia,Open Lab,Secondary School Students,Educate on Synthetic Biology,"<ul><li> Give a brief talk providing an introduction to the field of synthetic biology</li><li> Have students rotate through the following stations in the lab: (1) Creating ""bacterial artwork"" by streaking multicolored engineered bacteria on agar plates (2) Practicing pipetting skills and loading a gel (3) ""Using K'NEX to build DNA models to learn the structure and function of DNA and competing against one another in an internet quiz on DNA"" (4) Investigating chlorophyll by crushing spinach leaves and performing chlorophyll chromatography, as well as viewing chlorophyll under a UV lamp and discussing its fluorescence</ul>",Hosted an open lab for students with multiple stations with different synthetic biology-themed teaching activities.
536,Macquarie Australia,Overgraduate,2016,Education and Public Engagement,http://2016.igem.org/Team:Macquarie%20Australia,Project Presentation,General Public,"Present iGEM Project, Educate on iGEM Program","<ul><li> Collaborate with Powerhouse branch of Museum of Applied Arts and Sciences in Sydney, Australia</li><li> Present project at a synthetic biology-themed event at the museum</li><li> Discuss the iGEM competition and the contributions of past iGEM teams to synthetic biology</ul>","Presented iGEM project at a museum event, explained synthetic biology and potential applications for the field."
537,Macquarie Australia,Overgraduate,2016,Education and Public Engagement,http://2016.igem.org/Team:Macquarie%20Australia,Project Presentation,University Students,"Present iGEM Project, Recruit iGEM Members","<ul><li> Participate in poster showcase by explaining the iGEM project to visitors, and recruiting members by discussing all of the exciting opportunities offered by iGEM</ul>",Presented poster at schools undergraduate research poster symposium
538,Macquarie Australia,Overgraduate,2015,Integrated Human Practices,http://2015.igem.org/Team:Macquarie_Australia,Project Presentation,"General Public, Vendors/Businesses",Activism for iGEM Project,"<ul><li>  Construct a viable business plan, including elaborate analysis on competitive advantages, key opinion leaders, prototype design, risk analysis and legacy.</ul>",Designed a viable business plan for their iGEM product
539,Macquarie Australia,Overgraduate,2015,Integrated Human Practices,http://2015.igem.org/Team:Macquarie_Australia,Survey,"General Public, iGEM Teams",Gain Information for iGEM Project ,<ul><li> Compiling the exaggerated claims made by websites regarding chlorophyll and contrasts them with the actual findings of the journals referenced.</li><li> Comprehend the narrative around chlorophyll and identify ways in which they can influence public perception to encompass properties of the molecule that relate to how they intend to utilise it</ul>,Researched exaggerated claims about chlorophyll and determine how to use the knowledge in their iGEM project
540,Macquarie Australia,Overgraduate,2015,Education and Public Engagement,http://2015.igem.org/Team:Macquarie_Australia,Teaching Activity ,University Students,Recruit iGEM Members,<ul><li> Students from non-competing institutions can gain research experiences by becoming an intern here and form their own teams in the future.</ul>,Hired a student as an intern from anon-competing university to teach them about iGEM
541,Macquarie Australia,Overgraduate,2015,Education and Public Engagement,http://2015.igem.org/Team:Macquarie_Australia,Teaching Activity ,General Public,"Educate on Synthetic Biology, Promote Awareness of Synthetic Biology, Educate on iGEM Program, Present iGEM Project","<ul><li> Create and release a series of educational video over a period of 6 week about summary of project aims, the real-world applications of hydrogen gas, Synthetic Biology Techniques and a experiment video like a cooking show. </ul>","Created instructional videos about their iGEM project, synthetic biology techniques, and other science topics"
542,Macquarie Australia,Overgraduate,2015,Education and Public Engagement,http://2015.igem.org/Team:Macquarie_Australia,"Teaching Activity, Open Lab","University Students, Secondary School Students","Educate on Synthetic Biology, Promote Awareness of Synthetic Biology, Present iGEM Project","<ul><li> Prepare a set of fun and interesting activities for the Open Day, including Chlorophyll Chromatography, Construct your own DNA, Display of designer E. coli cultures, etc</ul>",Prepared activities for the university and high school students to teach them about synthetic biology
543,Manchester,Undergraduate,2016,Education and Public Engagement,http://2016.igem.org/Team:Manchester,Community Event,General Public,Educate on Synthetic Biology,<ul><li> Set up a booth as part of British Science Week.</li><li> Educate school pupils about synthetic biology and chemistry</ul>,Hosted a booth at British Science week to educate the community on the basics of synthetic biology
544,Manchester,Undergraduate,2016,Education and Public Engagement,http://2016.igem.org/Team:Manchester,Community Event,General Public,"Educate on Synthetic Biology, Educate on iGEM Program","<ul><li> Set up a booth and prepare a talk for the microbiology society event</li><li> Give a poster presentation on preliminary findings and synthetic biology, and receive feedback.</ul>","Hosted a booth at a microbiology society event, presented project poster and received feedback."
545,Manchester,Undergraduate,2016,Education and Public Engagement,http://2016.igem.org/Team:Manchester,Community Event,General Public, Promote Awareness of Synthetic Biology,<ul><li> Prepare a poster and talk about the current project.</li><li> Present project and poster at the EuroScience Open Science forum held in Manchester.</ul>,Presented team project and poster at the EuroScience Open Science forum
